2019_British_prorogation_controversy,Area_51,0,2
2019_British_prorogation_controversy,Dwayne_Johnson,0,1
2019_British_prorogation_controversy,Falcon_9,1,0
2019_British_prorogation_controversy,Marie_Fredriksson,0,0
2019_British_prorogation_controversy,The_Fame,2,0
2019_Indian_general_election,Game_of_Thrones_(season_8),0,1
2019_Indian_general_election,Golden_Lion,0,1
2019_Indian_general_election,Keanu_Reeves,1,2
2019_in_film,Joey_King,0,1
2019_in_film,Keanu_Reeves,1,0
2019_in_film,Kevin_Costner,0,1
2019_in_film,No_One_Like_You,0,0
2019_in_film,Russell_Bufalino,0,1
2019_in_film,The_Act_(TV_series),1,2
2019_in_film,The_Irishman,0,0
2019_in_film,The_Squad_(United_States_Congress),1,2
2019_in_film,Vine_(service),1,2
2019_State_of_the_Union_Address,Casino_(1995_film),2,1
2019_State_of_the_Union_Address,No_Time_to_Die,2,2
2019_State_of_the_Union_Address,Ric_Ocasek,1,1
2019_State_of_the_Union_Address,Woody_Harrelson,0,1
2019_State_of_the_Union_Address,YouTube,2,1
91st_Academy_Awards,Alexandra_Grant,1,2
91st_Academy_Awards,Lady_Gaga,2,2
91st_Academy_Awards,Martin_Scorsese,0,1
91st_Academy_Awards,Rocket_Man_(song),1,1
Academy_Award_for_Best_Actor,Billie_Eilish,0,0
Academy_Award_for_Best_Actor,Boris_Johnson,2,0
Academy_Award_for_Best_Actor,Ilhan_Omar,0,2
Academy_Award_for_Best_Actor,Jake_Paul,2,0
Academy_Award_for_Best_Actor,PayPal,0,2
Academy_Award_for_Best_Actor,The_Highwaymen_(film),1,2
Academy_Award_for_Best_Actor,United_States_Congress,0,2
Academy_Award_for_Best_Actor,Us_(2019_film),2,2
Aladdin_(2019_film),Al_Pacino,2,0
Aladdin_(2019_film),Ilhan_Omar,1,0
Aladdin_(2019_film),Ted_Bundy,2,2
Aladdin_(2019_film),The_Godfather,1,0
Aladdin_(2019_film),Todd_Phillips,0,1
Alexandra_Grant,Dumbo_(2019_film),2,1
Alexandra_Grant,Inherent_Vice,1,2
Alexandra_Grant,Murder_of_Dee_Dee_Blanchard,0,0
Alexandra_Grant,San_Diego_Comic-Con,0,2
Alexandria_Ocasio-Cortez,FIRST_Robotics_Competition,2,1
Alexandria_Ocasio-Cortez,Jodhi_May,2,2
Alexandria_Ocasio-Cortez,Live_Aid,2,0
Alexandria_Ocasio-Cortez,"Rachel,_Jack_and_Ashley_Too",2,0
Alexandria_Ocasio-Cortez,Shallow_(Lady_Gaga_and_Bradley_Cooper_song),0,0
Alexandria_Ocasio-Cortez,Shazam!_(film),1,0
Alexandria_Ocasio-Cortez,Taxi_Driver,1,2
Al_Pacino,A_Star_Is_Born_(2018_film),1,0
Al_Pacino,Bad_Guy_(Billie_Eilish_song),2,2
Al_Pacino,Bharatiya_Janata_Party,0,0
Al_Pacino,It_Chapter_Two,0,1
Al_Pacino,List_of_Bollywood_films_of_2019,2,0
Al_Pacino,The_Mandalorian,2,0
Annus_horribilis,Doris_Day,0,2
Annus_horribilis,"Extremely_Wicked,_Shockingly_Evil_and_Vile",0,1
Annus_horribilis,Luke_Perry,0,0
Annus_horribilis,Rocket_Man_(song),1,1
Annus_horribilis,Speedball_(drug),0,0
Annus_horribilis,Taxi_Driver,0,1
Area_51,Black_Widow_(2021_film),1,2
Area_51,Cyberpunk_2077,0,0
Area_51,Donald_Trump,0,0
Area_51,Ed_Sheeran,1,1
Area_51,Factitious_disorder_imposed_on_another,2,0
Area_51,Faye_Dunaway,1,2
Area_51,Lionel_Messi,1,1
Area_51,Mysterio,0,0
Area_51,Nipsey_Hussle,0,2
Area_51,Notre-Dame_de_Paris_fire,2,2
Area_51,The_Crown_(TV_series),2,1
Area_51,The_Highwaymen_(film),2,0
Area_51,The_Iron_Throne_(Game_of_Thrones),2,1
Arrowverse,Bharatiya_Janata_Party,1,2
Arrowverse,Black_Widow_(2021_film),2,2
Arrowverse,Casino_(1995_film),0,0
Arrowverse,Play_the_Game_(song),2,1
Arrowverse,Radio_Ga_Ga,2,0
Avatar_(2009_film),Captain_Marvel_(film),0,2
Avatar_(2009_film),Lionel_Messi,0,2
Avatar_(2009_film),The_Godfather,1,1
Ayanna_Pressley,The_Irishman,0,2
Ayanna_Pressley,Us_(2019_film),0,0
Ayanna_Pressley,Victory_Lap_(Nipsey_Hussle_album),2,0
A_Kind_of_Magic,Perform_This_Way,0,2
A_Kind_of_Magic,San_Diego_Comic-Con,0,2
A_Kind_of_Magic,Zac_Efron,0,0
A_Star_Is_Born_(2018_film),DC_Extended_Universe,0,0
A_Star_Is_Born_(2018_film),Glass_(2019_film),0,1
A_Star_Is_Born_(2018_film),Liverpool_F,0,2
A_Star_Is_Born_(2018_film),Murder_of_Dee_Dee_Blanchard,1,2
A_Star_Is_Born_(2018_film),S,0,0
A_Star_Is_Born_(2018_film),The_Bells_(Game_of_Thrones),2,2
A_Star_Is_Born_(2018_film),The_Witcher_(TV_series),2,0
Baby_of_the_House,Jake_Paul,2,2
Baby_of_the_House,Robin_Williams,1,1
Baby_of_the_House,Scarlett_Johansson,0,1
Bad_Guy_(Billie_Eilish_song),Casino_(1995_film),2,0
Bad_Guy_(Billie_Eilish_song),Death_(Marvel_Comics),1,0
Bad_Guy_(Billie_Eilish_song),Doris_Day,1,2
Bad_Guy_(Billie_Eilish_song),Fallout_3,1,1
Bad_Guy_(Billie_Eilish_song),Faye_Dunaway,1,0
Bad_Guy_(Billie_Eilish_song),Marlon_Brando,0,0
Bad_Guy_(Billie_Eilish_song),Queen_(band),2,1
Bad_Guy_(Billie_Eilish_song),Vine_(service),1,0
Bad_Guy_(Billie_Eilish_song),Warren_Beatty,2,1
Bharatiya_Janata_Party,Fabio_Quagliarella,1,2
Bharatiya_Janata_Party,Joker_(2019_film),1,2
Bharatiya_Janata_Party,North_Korea,2,2
Bharatiya_Janata_Party,Rami_Malek,2,2
Bicycle_Race,George_Lucas,1,0
Bicycle_Race,List_of_awards_and_nominations_received_by_Lady_Gaga,1,0
Bicycle_Race,Marvel_Cinematic_Universe,1,2
Bicycle_Race,Murder_of_Dee_Dee_Blanchard,2,2
Bicycle_Race,The_Departed,1,1
Bicycle_Race,The_Long_Night_(Game_of_Thrones),2,2
Billboard_Year-End_Hot_100_singles_of_2019,Game_of_Thrones_(season_4),0,2
Billboard_Year-End_Hot_100_singles_of_2019,Her_(film),1,1
Billboard_Year-End_Hot_100_singles_of_2019,Liverpool_F,2,1
Billboard_Year-End_Hot_100_singles_of_2019,Mysterio,0,1
Billie_Eilish,Joker_(2019_film),1,1
Billie_Eilish,Speedball_(drug),0,2
Billie_Eilish,Taxi_Driver,0,2
Black_Mirror,Carol_Danvers,2,0
Black_Mirror,Doris_Day,0,2
Black_Mirror,Elton_John,1,0
Black_Mirror,Madman_Across_the_Water,1,2
Black_Mirror,Once_Upon_a_Time_in_Hollywood,2,2
Black_Mirror,River_Phoenix,1,2
Black_Mirror,The_Iron_Throne_(Game_of_Thrones),1,0
Black_Widow_(2021_film),Disney,2,0
Black_Widow_(2021_film),LoveGame,1,2
Boba_Fett,Ilhan_Omar,0,0
Boba_Fett,Jordan_Peele,2,1
Boba_Fett,Robert_De_Niro,0,1
Boba_Fett,Woody_Harrelson,2,0
Bohemian_Rhapsody_(film),Cristiano_Ronaldo,0,2
Bohemian_Rhapsody_(film),Frank_Sheeran,0,1
Bohemian_Rhapsody_(film),Just_Dance_(song),2,1
Bohemian_Rhapsody_(film),Netflix,1,1
Bohemian_Rhapsody_(film),North_Korea,2,1
Bohemian_Rhapsody_(film),The_Conjuring_Universe,2,1
Bohemian_Rhapsody_(film),Will_Smith,0,1
Bollywood,Frank_Hamer,1,1
Bollywood,Gotham_City,2,0
Bollywood,Inherent_Vice,2,2
Bollywood,Kevin_Costner,2,2
Bollywood,Marvel_Studios,0,1
Bollywood,Patricia_Arquette,0,2
Bollywood,Russell_Bufalino,1,2
Bollywood,Team_Trees,1,1
Bollywood,United_States_Senate,1,2
Bonnie_and_Clyde,The_Irishman,1,1
Bonnie_and_Clyde,The_Mandalorian,1,2
Bonnie_and_Clyde,Wonder_Woman_(2017_film),0,0
Bonnie_and_Clyde_(film),Death_of_Jeffrey_Epstein,1,0
Bonnie_and_Clyde_(film),Ed_Sheeran,1,1
Bonnie_and_Clyde_(film),Jake_Paul,1,1
Bonnie_and_Clyde_(film),Just_Dance_(song),1,2
Bonnie_and_Clyde_(film),List_of_awards_and_nominations_received_by_Lady_Gaga,2,1
Bonnie_and_Clyde_(film),Once_Upon_a_Time_in_Hollywood,1,1
Bonnie_and_Clyde_(film),Perform_This_Way,0,0
Bonnie_and_Clyde_(film),Will_Smith,2,2
Boris_Johnson,Elizabeth_II,1,0
Boris_Johnson,Fabio_Quagliarella,2,0
Boris_Johnson,Get_Out,0,2
Brad_Pitt,Disney,1,1
Brad_Pitt,Mysterio,0,0
Brad_Pitt,Rogue_One,0,1
Brie_Larson,Cats_(2019_film),0,2
Brie_Larson,Goodfellas,2,2
Brie_Larson,Liverpool_F,1,2
Brie_Larson,Pripyat,0,2
Brie_Larson,Sudden_unexpected_death_in_epilepsy,0,0
Brie_Larson,The_Conjuring_Universe,0,2
Brie_Larson,The_Mandalorian,1,0
Bury_a_Friend,Martin_Scorsese,1,0
Bury_a_Friend,Notre-Dame_de_Paris_fire,0,0
Bury_a_Friend,No_Time_to_Die,1,0
Bury_a_Friend,Queen_(band),1,0
Bury_a_Friend,Russell_Bufalino,1,0
Bury_a_Friend,Serie_A,1,0
Bury_a_Friend,The_Bells_(Game_of_Thrones),0,1
Bury_a_Friend,United_States_Congress,2,0
Bury_a_Friend,Vine_(service),1,1
Cameron_Boyce,Marvel_Cinematic_Universe,1,2
Cannes_Film_Festival,Deepfake,1,1
Cannes_Film_Festival,Live_Aid,0,0
Cannes_Film_Festival,The_Crown_(TV_series),0,1
Cannes_Film_Festival,Us_(2019_film),2,1
Cannes_Film_Festival,We_Will_Rock_You,1,0
Capocannoniere,Jimmy_Hoffa,0,1
Capocannoniere,Jimmy_Hoffa,0,2
Capocannoniere,Jodhi_May,1,2
Capocannoniere,Murder_of_Dee_Dee_Blanchard,0,2
Capocannoniere,Sudden_unexpected_death_in_epilepsy,2,2
Capocannoniere,Vito_Corleone,2,1
Captain_Marvel_(film),Carol_Danvers,2,0
Captain_Marvel_(film),Gemini_Man_(film),0,0
Captain_Marvel_(film),Marvel_Studios,2,1
Captain_Marvel_(film),Notre-Dame_de_Paris_fire,2,1
Carol_Danvers,DC_Extended_Universe,0,0
Carol_Danvers,Game_of_Thrones,1,1
Carol_Danvers,Jimmy_Wales,0,1
Carol_Danvers,Lady_Gaga,1,2
Carol_Danvers,Rocketman_(film),2,1
Carol_Danvers,Todd_Phillips,2,1
Carol_Danvers,United_States,2,0
Casino_(1995_film),Factitious_disorder_imposed_on_another,1,2
Casino_(1995_film),Keith_Richards,2,0
Casino_(1995_film),Made_in_England_(Elton_John_album),1,0
Casino_(1995_film),Rogue_One,0,0
Cats_(2019_film),Joey_King,2,0
Cats_(2019_film),List_of_Marvel_Cinematic_Universe_films,2,1
Cats_(2019_film),Queen_(band),0,0
Chernobyl_(miniseries),It_Chapter_Two,0,2
Chernobyl_(miniseries),Juventus_F,0,0
Chernobyl_(miniseries),Ric_Ocasek,1,1
Chernobyl_(miniseries),Shallow_(Lady_Gaga_and_Bradley_Cooper_song),1,1
Chernobyl_disaster,North_Korea,0,1
Chernobyl_disaster,Rocketman_(film),1,1
China,Falcon_9,0,1
China,Faye_Dunaway,2,0
China,Liverpool_F,2,0
"Citizenship_(Amendment)_Act,_2019",Marvel_Cinematic_Universe,0,2
"Citizenship_(Amendment)_Act,_2019",North_Korea,1,2
"Citizenship_(Amendment)_Act,_2019",Notre-Dame_de_Paris_fire,0,0
Cristiano_Ronaldo,Gemini_Man_(film),2,1
Cristiano_Ronaldo,Golden_Lion,2,1
Cristiano_Ronaldo,United_States_Congress,0,0
Crore,DC_Extended_Universe,0,1
Crore,Doris_Day,0,0
Crore,Elton_John,0,1
Crore,Goodfellas,0,1
Crore,Notre-Dame_de_Paris_fire,2,0
Crore,Rocketman_(film),2,1
Crore,Sudden_unexpected_death_in_epilepsy,2,1
Cyberpunk_2077,DC_Comics,2,0
Cyberpunk_2077,Doris_Day,1,2
Cyberpunk_2077,Fallout_3,2,2
Cyberpunk_2077,No_One_Like_You,1,0
Cyberpunk_2077,Once_Upon_a_Time_in_Hollywood,0,1
Cyberpunk_2077,Robert_De_Niro,2,1
Dark_Phoenix_(film),Jake_Paul,2,0
Dark_Phoenix_(film),Narendra_Modi,0,2
Dark_Phoenix_(film),Nipsey_Hussle,2,0
Dark_Phoenix_(film),No_One_Like_You,2,2
Dark_Phoenix_(film),We_Will_Rock_You,1,1
David_Benioff,DC_Comics,0,0
David_Benioff,Dwayne_Johnson,0,1
David_Benioff,Madman_Across_the_Water,0,2
David_Benioff,Serie_A,0,1
David_Benioff,Team_Trees,0,0
David_Benioff,The_Act_(TV_series),1,1
DC_Comics,Ed_Sheeran,1,2
DC_Comics,Netflix,1,0
DC_Comics,Old_Town_Road,1,1
DC_Comics,Once_Upon_a_Time_in_Hollywood,1,2
DC_Comics,The_Witcher_(TV_series),0,1
DC_Comics,United_States_House_of_Representatives,0,0
DC_Extended_Universe,Elon_Musk,1,0
DC_Extended_Universe,Thanos,1,0
Death_(Marvel_Comics),Joey_King,1,0
Death_(Marvel_Comics),The_Fat_Blue_Line,0,1
Death_(Marvel_Comics),The_Irishman,0,2
Death_(Marvel_Comics),The_Lion_King_(2019_film),2,1
Death_(Marvel_Comics),Toy_Story_4,0,2
Death_of_Jeffrey_Epstein,Scarlett_Johansson,0,1
Deepfake,Disney_Channel,2,0
Deepfake,Elon_Musk,1,0
Deepfake,Jimmy_Wales,0,1
Deepfake,Joe_Pesci,1,1
Deepfake,Madman_Across_the_Water,1,2
Deepfake,Taxi_Driver,2,1
Deepfake,United_States_House_of_Representatives,2,2
Disney,Elizabeth_II,2,0
Disney,George_Lucas,2,1
Disney,Keanu_Reeves,1,1
Disney,Keith_Richards,0,2
Disney,List_of_Bollywood_films_of_2019,2,0
Disney_Channel,FIRST_Robotics_Competition,1,2
Disney_Channel,Goodfellas,2,1
Disney_Channel,Jake_Paul,0,0
Disney_Channel,Luke_Perry,1,0
Disney_Channel,Pripyat,0,0
Disney_Channel,Star_Wars_sequel_trilogy,0,0
Donald_Trump,Game_of_Thrones,2,2
Donald_Trump,Jimmy_Hoffa,1,2
Donald_Trump,The_Bells_(Game_of_Thrones),1,2
Donald_Trump,Vito_Corleone,1,2
Dumbo_(2019_film),Team_Trees,2,2
Dwayne_Johnson,Frank_Sheeran,0,1
Dwayne_Johnson,Joaquin_Phoenix,1,0
Dwayne_Johnson,Joaquin_Phoenix,0,0
Dwayne_Johnson,Shallow_(Lady_Gaga_and_Bradley_Cooper_song),1,0
Dwayne_Johnson,United_States_Senate,1,0
Ed_Sheeran,Factitious_disorder_imposed_on_another,2,2
Ed_Sheeran,War_(2019_film),0,1
Elizabeth_II,FIRST_Robotics_Competition,0,1
Elizabeth_II,Golden_Lion,0,0
Elizabeth_II,Once_Upon_a_Time_in_Hollywood,0,1
Elizabeth_II,Pinocchio_(1940_film),1,1
Elizabeth_II,Saturday_Night_Live,1,0
Elizabeth_II,Ted_Bundy,1,1
Elon_Musk,Game_of_Thrones_(season_4),0,1
Elon_Musk,Gandhi_Jayanti,1,1
Elon_Musk,Luke_Perry,0,0
Elon_Musk,Murder_of_Dee_Dee_Blanchard,2,0
Elon_Musk,PewDiePie,1,0
Elon_Musk,Pinocchio_(1940_film),1,0
Elon_Musk,River_Phoenix,2,0
Elon_Musk,Ronaldo_(Brazilian_footballer),1,1
Elon_Musk,Team_Trees,0,2
Elon_Musk,United_States_House_of_Representatives,0,0
Elton_John,Falcon_9,0,1
Elton_John,Get_Out,1,2
Elton_John,Ilhan_Omar,2,1
"Extremely_Wicked,_Shockingly_Evil_and_Vile",Golden_Lion,2,1
"Extremely_Wicked,_Shockingly_Evil_and_Vile",Immigration_policy_of_Donald_Trump,0,0
"Extremely_Wicked,_Shockingly_Evil_and_Vile",Jordan_Peele,0,1
"Extremely_Wicked,_Shockingly_Evil_and_Vile",Karl_Lagerfeld,2,1
"Extremely_Wicked,_Shockingly_Evil_and_Vile",Marlon_Brando,0,1
"Extremely_Wicked,_Shockingly_Evil_and_Vile",Marlon_Brando,0,2
